Job_Id,Position,Company,Job_Description,Opening_Date,Closing_Date,Details,Url,,,,Link
811485,Associate Executive - Support & Coordination (1),Senok Trade Combine Limited,School leavers are encouraged to apply. ,Wed Feb 10 2021,Wed Mar 10 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=547&ac=0000000268&jc=0000811485&ec=0000000346&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=547&ac=0000000268&jc=0000811485&ec=0000000346&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=547&ac=0000000268&jc=0000811485&ec=0000000346&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=547&ac=0000000268&jc=0000811485&ec=0000000346&pg=applicant/vacancybyfunctionalarea.jsp
811484,Audit Executive - Male / Female,Company Name Withheld,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=548&ac=DEFZZZ&jc=0000811484&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=548&ac=DEFZZZ&jc=0000811484&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=548&ac=DEFZZZ&jc=0000811484&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=548&ac=DEFZZZ&jc=0000811484&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811480,Garment Laser Technician / Designer,Dial Textile Industries (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=549&ac=DEFZZZ&jc=0000811480&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=549&ac=DEFZZZ&jc=0000811480&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=549&ac=DEFZZZ&jc=0000811480&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=549&ac=DEFZZZ&jc=0000811480&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811478,Trainee Store Keeper,Stassen Exports (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=550&ac=DEFZZZ&jc=0000811478&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=550&ac=DEFZZZ&jc=0000811478&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=550&ac=DEFZZZ&jc=0000811478&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=550&ac=DEFZZZ&jc=0000811478&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811477,Junior Sales Executive,Felix Printers (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 17 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=551&ac=DEFZZZ&jc=0000811477&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=551&ac=DEFZZZ&jc=0000811477&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=551&ac=DEFZZZ&jc=0000811477&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=551&ac=DEFZZZ&jc=0000811477&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811475,Data Entry Operator,Global Trading (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=552&ac=DEFZZZ&jc=0000811475&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=552&ac=DEFZZZ&jc=0000811475&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=552&ac=DEFZZZ&jc=0000811475&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=552&ac=DEFZZZ&jc=0000811475&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811474,STAFF NURSE (Immediate Vacancy) (1),Nawaloka Hospitals PLC,Please refer the advertisement  ,Wed Feb 10 2021,Wed Feb 17 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=553&ac=0000000146&jc=0000811474&ec=0000000178&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=553&ac=0000000146&jc=0000811474&ec=0000000178&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=553&ac=0000000146&jc=0000811474&ec=0000000178&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=553&ac=0000000146&jc=0000811474&ec=0000000178&pg=applicant/vacancybyfunctionalarea.jsp
811471,Coordinator Marketing,Central Finance Company PLC,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=554&ac=DEFZZZ&jc=0000811471&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=554&ac=DEFZZZ&jc=0000811471&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=554&ac=DEFZZZ&jc=0000811471&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=554&ac=DEFZZZ&jc=0000811471&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811468,Nurse,Texlan Center (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=555&ac=DEFZZZ&jc=0000811468&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=555&ac=DEFZZZ&jc=0000811468&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=555&ac=DEFZZZ&jc=0000811468&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=555&ac=DEFZZZ&jc=0000811468&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811465,Safety Officer / Site Engineer - Projects / Associate Engineer Projects Site / Field Service Representative,Lalan Engineering (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=556&ac=DEFZZZ&jc=0000811465&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=556&ac=DEFZZZ&jc=0000811465&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=556&ac=DEFZZZ&jc=0000811465&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=556&ac=DEFZZZ&jc=0000811465&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811464,Mechanical Technician,Texlan Center (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=557&ac=DEFZZZ&jc=0000811464&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=557&ac=DEFZZZ&jc=0000811464&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=557&ac=DEFZZZ&jc=0000811464&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=557&ac=DEFZZZ&jc=0000811464&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811463,Intern - Digital Marketing (1),Trabeya (Pvt) Ltd,Please refer the job advertisement  ,Wed Feb 10 2021,Fri Mar 12 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=558&ac=0000000163&jc=0000811463&ec=0000000195&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=558&ac=0000000163&jc=0000811463&ec=0000000195&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=558&ac=0000000163&jc=0000811463&ec=0000000195&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=558&ac=0000000163&jc=0000811463&ec=0000000195&pg=applicant/vacancybyfunctionalarea.jsp
811462,Senior Software Engineer (1),Trabeya (Pvt) Ltd,Please refer the Job Advert ,Wed Feb 10 2021,Fri Mar 12 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=559&ac=0000000163&jc=0000811462&ec=0000000195&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=559&ac=0000000163&jc=0000811462&ec=0000000195&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=559&ac=0000000163&jc=0000811462&ec=0000000195&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=559&ac=0000000163&jc=0000811462&ec=0000000195&pg=applicant/vacancybyfunctionalarea.jsp
811461,System Administrator (Male / Female) - Kurunegala,Winrose Property Developers (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=560&ac=DEFZZZ&jc=0000811461&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=560&ac=DEFZZZ&jc=0000811461&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=560&ac=DEFZZZ&jc=0000811461&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=560&ac=DEFZZZ&jc=0000811461&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811460,Resident Engineers,Rukshan Widyalankara (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=561&ac=DEFZZZ&jc=0000811460&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=561&ac=DEFZZZ&jc=0000811460&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=561&ac=DEFZZZ&jc=0000811460&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=561&ac=DEFZZZ&jc=0000811460&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811459,Principal / Deputy Principal / Teachers,British Language Centre / British International College,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=562&ac=DEFZZZ&jc=0000811459&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=562&ac=DEFZZZ&jc=0000811459&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=562&ac=DEFZZZ&jc=0000811459&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=562&ac=DEFZZZ&jc=0000811459&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811458,UI & UX Engineer / Junior UI & UX Engineer,OrangeHRM Inc,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=563&ac=DEFZZZ&jc=0000811458&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=563&ac=DEFZZZ&jc=0000811458&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=563&ac=DEFZZZ&jc=0000811458&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=563&ac=DEFZZZ&jc=0000811458&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811457,SYSTEMS ENGINEER (1),KBSL Information Technologies Ltd,Please refer the advertisement  ,Wed Feb 10 2021,Wed Feb 17 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=564&ac=0000000400&jc=0000811457&ec=0000000527&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=564&ac=0000000400&jc=0000811457&ec=0000000527&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=564&ac=0000000400&jc=0000811457&ec=0000000527&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=564&ac=0000000400&jc=0000811457&ec=0000000527&pg=applicant/vacancybyfunctionalarea.jsp
811456,Night Support Officers - Head Office,Prompt Xpress (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=565&ac=DEFZZZ&jc=0000811456&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=565&ac=DEFZZZ&jc=0000811456&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=565&ac=DEFZZZ&jc=0000811456&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=565&ac=DEFZZZ&jc=0000811456&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811453,Accounts Assistant,PEP Lanka (Pvt) Ltd,AAT part qualified with minimum 1 years' experience in the finance field. ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=566&ac=DEFZZZ&jc=0000811453&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=566&ac=DEFZZZ&jc=0000811453&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=566&ac=DEFZZZ&jc=0000811453&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=566&ac=DEFZZZ&jc=0000811453&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811452,Assistant Manager - Corporate Planning,Mobitel (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 17 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=567&ac=DEFZZZ&jc=0000811452&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=567&ac=DEFZZZ&jc=0000811452&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=567&ac=DEFZZZ&jc=0000811452&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=567&ac=DEFZZZ&jc=0000811452&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811447,Phlebotomist (5),Lanka Hospitals Corporation PLC,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 17 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=568&ac=0000000440&jc=0000811447&ec=0000000582&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=568&ac=0000000440&jc=0000811447&ec=0000000582&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=568&ac=0000000440&jc=0000811447&ec=0000000582&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=568&ac=0000000440&jc=0000811447&ec=0000000582&pg=applicant/vacancybyfunctionalarea.jsp
811444,Sales Executive (Buy & Sell) - Cars & Vans,Asia Fleet Lanka (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=569&ac=DEFZZZ&jc=0000811444&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=569&ac=DEFZZZ&jc=0000811444&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=569&ac=DEFZZZ&jc=0000811444&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=569&ac=DEFZZZ&jc=0000811444&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811443,Credit Controller (1),United Tractor & Equipment (Pvt) Limited,Please refer the advertisement ( Closing Date - 20th February 2021)  ,Wed Feb 10 2021,Sat Feb 20 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=570&ac=0000000374&jc=0000811443&ec=0000000490&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=570&ac=0000000374&jc=0000811443&ec=0000000490&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=570&ac=0000000374&jc=0000811443&ec=0000000490&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=570&ac=0000000374&jc=0000811443&ec=0000000490&pg=applicant/vacancybyfunctionalarea.jsp
811442,ACCOUNTS EXECUTIVE (1),United Tractor & Equipment (Pvt) Limited,Please refer the advertisement (closing date - 20th of February 2021 ) ,Wed Feb 10 2021,Sat Feb 20 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=571&ac=0000000374&jc=0000811442&ec=0000000490&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=571&ac=0000000374&jc=0000811442&ec=0000000490&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=571&ac=0000000374&jc=0000811442&ec=0000000490&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=571&ac=0000000374&jc=0000811442&ec=0000000490&pg=applicant/vacancybyfunctionalarea.jsp
811441,Wharf Clerks / Trainee Wharf Clerks,East West Clearing & Forwarding (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=572&ac=DEFZZZ&jc=0000811441&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=572&ac=DEFZZZ&jc=0000811441&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=572&ac=DEFZZZ&jc=0000811441&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=572&ac=DEFZZZ&jc=0000811441&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811440,Tour Executive (1),Expolanka Holdings PLC,Please refer the advert. ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=573&ac=0000000280&jc=0000811440&ec=0000000367&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=573&ac=0000000280&jc=0000811440&ec=0000000367&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=573&ac=0000000280&jc=0000811440&ec=0000000367&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=573&ac=0000000280&jc=0000811440&ec=0000000367&pg=applicant/vacancybyfunctionalarea.jsp
811439,Business Development Manager / Executive,Epic Lanka (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 17 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=574&ac=DEFZZZ&jc=0000811439&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=574&ac=DEFZZZ&jc=0000811439&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=574&ac=DEFZZZ&jc=0000811439&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=574&ac=DEFZZZ&jc=0000811439&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811438,Receptionist & Customer Care Officer (Male /Female),Sornam Group of Companies,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 17 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=575&ac=DEFZZZ&jc=0000811438&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=575&ac=DEFZZZ&jc=0000811438&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=575&ac=DEFZZZ&jc=0000811438&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=575&ac=DEFZZZ&jc=0000811438&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811437,Senior DevOps Engineer,Villvay Systems (Pvt) Ltd,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 17 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=576&ac=DEFZZZ&jc=0000811437&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=576&ac=DEFZZZ&jc=0000811437&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=576&ac=DEFZZZ&jc=0000811437&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=576&ac=DEFZZZ&jc=0000811437&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811436,Hotel Vacancies,Anantara Peace Haven Tangalle Resort,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 24 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=577&ac=DEFZZZ&jc=0000811436&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=577&ac=DEFZZZ&jc=0000811436&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=577&ac=DEFZZZ&jc=0000811436&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=577&ac=DEFZZZ&jc=0000811436&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
811435,Programme Manager,International Media Support Lanka (Guarantee) Limited,Please refer the advertisement ,Wed Feb 10 2021,Wed Feb 17 2021,Full View,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=578&ac=DEFZZZ&jc=0000811435&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1b0JEMl17IUuCYNnhn23CspWa')",../employer/JobAdvertismentServlet?rid=578&ac=DEFZZZ&jc=0000811435&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,/employer/JobAdvertismentServlet?rid=578&ac=DEFZZZ&jc=0000811435&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,,https://topjobs.lk/employer/JobAdvertismentServlet?rid=578&ac=DEFZZZ&jc=0000811435&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp
